id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6vBdBCoOhKHiYDDOcorfN,Goodbyes (Feat. Young Thug),Post Malone,0.58,0.653,5.0,-3.818,1.0,0.0745,0.447,0.0,0.111,0.175,150.231,174960.0,4.0
4hDoWaIklSVAKLocU3IDB,I'm Gonna Be,Post Malone,0.746,0.559,5.0,-4.008,1.0,0.0316,0.703,0.0,0.148,0.368,117.943,200680.0,4.0
6hLkeOMrhZ2CMLBp2of57,Wanted,OneRepublic,0.668,0.534,1.0,-6.586,1.0,0.0677,0.164,0.0,0.1,0.711,145.816,136248.0,4.0
3707IBa4HnS3zDDoWfeUB,I Warned Myself,Charlie Puth,0.488,0.311,10.0,-11.467,0.0,0.297,0.562,0.000548,0.161,0.579,184.112,159783.0,4.0
5cF0dROlMOK5uNZtivgu5,Attention,Charlie Puth,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787.0,4.0
6Js9pKLTyVw7xZQ1MIjkV,Shenanigans (feat. Yung Bans),Jasiah,0.77,0.892,6.0,-4.724,1.0,0.22,0.137,0.0,0.109,0.84,91.123,138243.0,4.0
5sqJrTHwsbdrC3nzexXie,Can't Stop Me Now,The Score,0.532,0.504,2.0,-6.695,1.0,0.0396,7.64e-05,0.00774,0.115,0.0782,170.041,118374.0,4.0
2FzgbCcszptrQpdJOr2So,Icy (feat. Gucci Mane),Logic,0.827,0.522,7.0,-4.866,1.0,0.0845,0.163,1.19e-06,0.109,0.477,151.99,265267.0,4.0
2c8sgbZoEanC3QyFNZxUc,Flexicution,Logic,0.782,0.713,0.0,-6.576,0.0,0.0899,0.0619,0.00125,0.108,0.68,159.839,218947.0,4.0
3PYx9Wte3jwb48V0wArMO,Keanu Reeves,Logic,0.712,0.891,2.0,-6.457,1.0,0.24,0.0557,0.0,0.134,0.799,170.13,225920.0,4.0
6hypt8VPJxeMXTTcRUHS8,Glory,The Score,0.564,0.613,11.0,-5.055,1.0,0.0318,0.111,3.22e-06,0.0825,0.48,84.951,166693.0,4.0
6kls8cSlUyHW2BUOkDJIZ,Hate Me (with Juice WRLD),Ellie Goulding,0.657,0.768,8.0,-4.628,1.0,0.0507,0.108,0.0,0.144,0.759,75.025,186223.0,4.0
1DhRbox3xkceP64k3JeYf,Antisocial (with Travis Scott),Ed Sheeran,0.716,0.823,5.0,-5.313,0.0,0.0495,0.132,0.0,0.361,0.91,151.957,161747.0,4.0
1pPWLAfELypeAmi0bMdEX,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,0.857,0.621,9.0,-6.376,0.0,0.0824,0.148,0.0,0.0865,0.668,97.986,204467.0,4.0
1almCHdsfikRPfVB9VrEd,Little Do You Know,Alex & Sierra,0.5,0.292,0.0,-8.554,1.0,0.0323,0.746,0.0,0.188,0.37,145.879,185200.0,4.0
0TK2YIli7K1leLovkQiNi,Señorita,Shawn Mendes,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960.0,4.0
4evmHXcjt3bTUHD1cvny9,Beautiful People (feat. Khalid),Ed Sheeran,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,197867.0,4.0
7quT6XsXglpUPAF5O1ZFk,Paris - Extended Version,We Go Down Together,0.561,0.651,11.0,-8.434,0.0,0.0356,0.0983,0.0,0.541,0.321,100.001,203831.0,4.0
2OALaHcDdKkjYEpAr0Qza,Lonely Together (feat. Rita Ora),Avicii,0.655,0.666,5.0,-5.309,1.0,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812.0,4.0
4kflIGfjdZJW4ot2ioixT,Someone Like You,Adele,0.559,0.33,9.0,-8.251,1.0,0.0285,0.892,0.0,0.0975,0.285,135.109,285040.0,4.0
4kHHBrUi49P8KWjmpLXJq,Borderlands 2 - This Ain't No Place For No Hero ( Short Change Hero) - Main Theme,Geek Music,0.785,0.283,11.0,-11.739,1.0,0.033,0.872,0.000102,0.173,0.438,105.968,236792.0,4.0
4mU5iXHeLgbR94siF7p1s,Six Feet Under,The Weeknd,0.772,0.504,6.0,-8.219,0.0,0.0761,0.129,0.0,0.125,0.244,140.035,237573.0,4.0
1oGdVdYjeQvojGKDddxLQ,True Colors,The Weeknd,0.624,0.424,1.0,-8.237,1.0,0.24,0.286,0.0,0.173,0.584,76.671,206013.0,4.0
00NAQYOP4AmWR549nnYJZ,Secrets,The Weeknd,0.664,0.771,0.0,-5.779,1.0,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,265600.0,4.0
36YCdzT57us0LhDmCYtrN,Rockin’,The Weeknd,0.738,0.885,9.0,-5.547,0.0,0.206,0.0133,0.0,0.0821,0.752,112.878,232880.0,4.0
1Hd2XLitkt1PYCWSbfF5q,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,0.861,0.666,8.0,-5.18,0.0,0.343,0.00218,0.0,0.272,0.853,145.041,202625.0,4.0
0mjAU3yKR1QnXnHtjGJqT,Rescue Me,OneRepublic,0.759,0.605,7.0,-7.737,1.0,0.0433,0.156,0.0,0.694,0.64,121.049,158900.0,4.0
7MXVkk9YMctZqd1Srtv4M,Starboy,The Weeknd,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453.0,4.0
4F7A0DXBrmUAkp32uenhZ,Party Monster,The Weeknd,0.573,0.63,1.0,-8.389,1.0,0.105,0.189,2.31e-05,0.259,0.218,77.525,249213.0,4.0
4MPTj8lMMvxLwT3EwuXFo,Call Out My Name,The Weeknd,0.449,0.599,1.0,-4.892,1.0,0.0369,0.211,0.0,0.327,0.165,134.144,228373.0,3.0
3dhjNA0jGA8vHBQ1VdD6v,I Feel It Coming,The Weeknd,0.773,0.819,0.0,-5.946,0.0,0.118,0.428,0.0,0.0679,0.585,92.987,269187.0,4.0
37F0uwRSrdzkBiuj0D5UH,Reminder,The Weeknd,0.706,0.505,8.0,-6.923,1.0,0.193,0.142,0.0,0.164,0.388,160.053,218880.0,4.0
3vlhj2IVW433vB9GD38dZ,Pray For Em,Meek Mill,0.539,0.577,1.0,-6.24,1.0,0.29,0.0183,0.0,0.194,0.152,104.894,214252.0,3.0
5DhPPiULuuXllyVd3T8Za,Gave Em Hope,Meek Mill,0.732,0.709,10.0,-4.145,0.0,0.147,0.0723,0.0,0.0859,0.529,136.047,210651.0,4.0
6dVa7xk5dOoT6pOkDw1TM,Brother,Kodaline,0.493,0.636,10.0,-5.894,1.0,0.049,0.341,0.0,0.201,0.228,120.136,201980.0,4.0
1VqmEOKrIBxNbnvMaTfss,Hell Froze Over,Kodaline,0.37,0.868,11.0,-3.308,1.0,0.154,0.0109,0.0,0.158,0.291,152.95,225573.0,4.0
5yVIlYEHZxQVLyInCdldo,Impossible,James Arthur,0.376,0.696,0.0,-4.785,0.0,0.0949,0.141,0.0,0.11,0.303,169.515,209440.0,4.0
0OlnLZY4cmQzT6ZGttvWB,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0.526,0.52,6.0,-7.985,0.0,0.0569,0.435,0.0,0.197,0.13,149.119,183637.0,4.0
2IRZnDFmlqMuOrYOLnZZy,Going Bad (feat. Drake),Meek Mill,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,4.0
2jTidefcsTu6VQhpIImJr,All I Want,Kodaline,0.209,0.412,0.0,-9.733,1.0,0.0443,0.172,0.15,0.0843,0.162,86.26,305747.0,3.0
2tOOhpCbtjyeSPSBrWQ8g,Sail Away Sweet Sister - Remastered 2011,Queen,0.531,0.506,9.0,-7.001,1.0,0.0265,0.824,0.0,0.0835,0.199,80.355,213387.0,4.0
05sCp83gcMm1iecYydKJS,Let's Hurt Tonight,OneRepublic,0.359,0.713,5.0,-4.526,1.0,0.0366,0.33,0.0,0.324,0.272,61.519,194520.0,4.0
1ny5puGJQ4r7sMvazXCls,Kids,OneRepublic,0.598,0.737,2.0,-6.169,1.0,0.0406,0.0159,0.0,0.284,0.2,99.991,238387.0,4.0
5AoZWVVSbmg2SkaCiqCWW,Wherever I Go,OneRepublic,0.54,0.675,10.0,-6.449,0.0,0.0429,0.1,0.0,0.237,0.348,99.97,169773.0,4.0
1NhPKVLsHhFUHIOZ32QnS,Secrets,OneRepublic,0.516,0.764,2.0,-6.223,1.0,0.0366,0.0717,0.0,0.115,0.376,148.021,224693.0,4.0
3T4UodGkfZObJ43RtA5KF,Connection,OneRepublic,0.611,0.602,5.0,-4.89,1.0,0.0437,0.000837,0.0,0.112,0.624,168.154,148460.0,4.0
7JAGL0wjf2lHoPUJ2oZF7,Revolution - Remix,Sean&Bobo,0.669,0.392,0.0,-5.581,0.0,0.0361,0.0668,0.25,0.159,0.0595,148.064,235154.0,4.0
2CPqh63wRVscbceKcPxwv,The Ocean (feat. Shy Martin),Mike Perry,0.632,0.575,5.0,-6.478,1.0,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414.0,4.0
3u1S1OmAUhx5DRlLrXqyp,Rise,Jonas Blue,0.69,0.784,1.0,-4.653,1.0,0.032,0.323,0.0,0.203,0.669,106.066,194408.0,4.0
5up5uXChMJLKyuop9HwtC,Shotgun (The Wild Remix),George Ezra,0.588,0.757,5.0,-2.415,1.0,0.0716,0.327,0.0,0.323,0.836,122.813,191650.0,4.0
7rXzjQUI4Kcbfi8HeOODm,Rise Till We Fall,Will Shepard,0.733,0.742,1.0,-5.278,1.0,0.0311,0.237,0.0,0.207,0.65,106.068,190181.0,4.0
6nDKrPlXdpomGBgAlO7Ud,SOS,Avicii,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,157202.0,4.0
4CVOUJki8YUWol3jhLphg,Power,Hardwell,0.49,0.907,5.0,-4.063,0.0,0.108,0.000427,0.0,0.116,0.21,132.057,148837.0,4.0
5lNuqFVMca4vPupY10cH0,No Promises (feat. Demi Lovato),Cheat Codes,0.739,0.619,10.0,-6.669,1.0,0.162,0.0572,0.0,0.105,0.58,112.961,222787.0,4.0
7IWTIkiWGWNQyYfOLdMrG,Burn Out (feat. Dewain Whitmore),Martin Garrix,0.594,0.722,4.0,-5.751,0.0,0.0398,0.0156,0.0,0.0667,0.407,127.877,200322.0,4.0
0DhkTGjEaIHaSxTfC14BF,Lullaby,R3HAB,0.626,0.8,1.0,-3.988,0.0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184.0,4.0
23L5CiUhw2jV1OIMwthR3,In the Name of Love,Martin Garrix,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,195707.0,4.0
7Fv8Qp3tTSbSS2VjryUF7,Revolution,The Score,0.574,0.833,8.0,-6.239,0.0,0.0563,0.0611,0.0,0.105,0.574,86.008,231987.0,4.0
1hZk9dktp4yRFTm0Trycu,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,0.523,0.782,2.0,-4.846,1.0,0.041,0.219,1.03e-05,0.133,0.164,125.998,214813.0,4.0
7GqWnsKhMtEW0nzki5o0d,Killer Queen - Remastered 2011,Queen,0.535,0.65,10.0,-6.328,1.0,0.0554,0.379,0.0,0.14,0.61,117.188,179600.0,4.0
1fu5IQSRgPxJL2OTP7FVL,I See Fire,Ed Sheeran,0.633,0.0519,10.0,-21.107,0.0,0.0365,0.562,0.0,0.097,0.204,76.034,300747.0,4.0
1Nj2oBISdFDSF8eDuXcAL,Start Again (feat. Logic),OneRepublic,0.564,0.722,1.0,-5.59,0.0,0.124,0.162,0.0,0.0931,0.276,99.083,165627.0,4.0
2Gl0FzuLxflY6nPifJp5D,First Time,Kygo,0.633,0.592,0.0,-7.245,0.0,0.112,0.197,0.0,0.099,0.679,90.066,193511.0,4.0
6rrKbzJGGDlSZgLphopS4,Unstoppable,The Score,0.485,0.843,1.0,-3.993,0.0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,192107.0,4.0
6NaBDHz9C7Uz9Z9CwLXQi,Bleeding Out,Imagine Dragons,0.299,0.754,5.0,-4.078,0.0,0.0732,0.0195,1.3e-06,0.103,0.295,169.373,221053.0,4.0
5d41vXH0zvpwUrHrmqKqD,Love,Imagine Dragons,0.697,0.507,8.0,-6.178,1.0,0.04,0.0535,1.19e-06,0.0469,0.382,82.483,166360.0,4.0
4NzMOnvSJVNKF7nw5NkXI,bury a friend,Billie Eilish,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,193143.0,4.0
4HuHoYjNcbGIHFpRVbRj2,Pump It,Black Eyed Peas,0.647,0.925,9.0,-3.157,1.0,0.176,0.00949,0.0,0.564,0.753,153.669,213613.0,4.0
4XYsx8ga3fGwEFOOcauPZ,Return of the Tres,Delinquent Habits,0.725,0.8,1.0,-6.829,0.0,0.111,9.12e-05,0.00271,0.0951,0.471,100.609,254640.0,4.0
5vdp5UmvTsnMEMESIF2Ym,Another One Bites The Dust - Remastered 2011,Queen,0.933,0.528,5.0,-6.472,0.0,0.161,0.112,0.312,0.163,0.754,109.967,214653.0,4.0
7h2yhVxcZOGyQdOwD4Hu8,I Want To Break Free - Remastered 2011,Queen,0.795,0.433,4.0,-8.927,1.0,0.0324,0.0853,0.000284,0.0762,0.6,108.947,258013.0,4.0
7ccI9cStQbQdystvc6Tvx,We Are The Champions - Remastered 2011,Queen,0.268,0.459,7.0,-6.948,0.0,0.0346,0.378,0.0,0.119,0.172,64.223,179200.0,4.0
